Datum des Eintrags,Stockname,Standortname,Brutraumzargenformat,Honigraumzargenformat,Beutentyp,Stocktyp,Position am Stand,Notizen Stock,Notizen Eintrag,Sichtungen,Weiselzellen,Bebrütete Waben,Besetzte Waben,Leerwaben (gegeben/genommen),Mittelwände (gegeben/genommen),Brutwaben (gegeben/genommen),Futterwaben (gegeben/genommen),Baurahmen (gegeben/genommen),Zählmethode,Gezählte Milben,Zählzeitraum (Tage),Medikament,Anwendungsmethode,Biotechnische Maßnahme,Medikamentenmenge,Behandlungsdauer,Behandelnde Person,Bewertung Volksstärke,Bewertung Sanftmut,Bewertung Schwarmtrieb,Bewertung Wabensitz,Bewertung Futtermenge,Ernte,Ernte Rähmchenanzahl,Geerntete Menge (kg),Honigtyp,Futtertyp,Futtermenge,Gewicht,Wiegemethode
11.03.26 18:10,Volk 7,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,"11.05.2025 Ableger gebildet
25.06.2025 Neustart mit Königin aus Zuchtstoff von Belegstelle.","Königin gesehen und gekennzeichnet
Futter frisch - tropft
ca 4kg Futter",Königin; Stifte; Larven; Verdeckelte Brut,,2,4,,,,,,,,,,,,,,,1.0,2.0,,2.0,2.0,Nein,,,,,,10.9,einseitig
11.03.26 18:10,Volk 3,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,im Juni 2025 vermutlich still umgeweiselt,mind 4kg Futter,Stifte; Larven; Verdeckelte Brut,,3,7,,,,,,,,,,,,,,,2.0,2.0,0.0,2.0,2.0,Nein,,,,,,17.3,einseitig
11.03.26 18:10,Volk 5,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,"Futter tropft
Futter und Brut über beide Zargen verteilt",Königin; Stifte; Larven; Verdeckelte Brut,,3,7,,,,-1,,,,,,,,,,,2.0,2.0,0.0,2.0,2.0,Nein,,,,,,19.7,einseitig
11.03.26 18:10,Volk 9,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,13.06.2025 Volk aus Zuchtstoff von Belegstelle,ca 4kg Futter,Königin; Stifte; Larven; Verdeckelte Brut,,2,4,,,,,,,,,,,,,,,1.0,2.0,0.0,2.0,2.0,Nein,,,,,,10.7,einseitig
11.03.26 18:10,Volk 2,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,ca 30.05.2025 umgeweiselt,"Futter mäßig
Futterteig gegeben
Volk mittig über beide Zargen
ca 1kg Futter - + zugefüttert",Stifte; Larven; Verdeckelte Brut,,2,6,,,,,,,,,,,,,,,2.0,2.0,0.0,2.0,0.0,Nein,,,,Futterteig,2.5,18.3,einseitig
11.03.26 18:10,Volk 1,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,1,"27.04.2024 Ableger 3 und 4 gebildet aus Volk 1
27.04.2025 Königin aus Weiselprobe von Volk 4 gezogen.","auf eine Zarge zusammen gesetzt
Stifte auf Futterwaben erst im 2.Schritt gesehen
Viel umgehängt!
untere Zarge 5 raus und 5 von oben - 3 mit Stiften nach unten...
ca 3kg Futter",Stifte; Larven; Verdeckelte Brut,,2,7,,-6,,-4,,,,,,,,,,,1.0,2.0,0.0,2.0,3.0,Nein,,,,,,10.84,einseitig
11.03.26 18:10,Volk 8,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Sonstiges,,"11.05.2025 Königinnenableger
Evtl 2025 still umgeweiselt?","Futter getropft
nachgefüttert",Stifte; Larven; Verdeckelte Brut,,2,5,,,,,,,,,,,,,,,2.0,2.0,0.0,2.0,1.0,Nein,,,,Futterteig,1.25,11.5,einseitig
11.03.26 18:10,Volk 6,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,"Futter tropft
ca 3kg Futter",Königin; Stifte; Larven; Verdeckelte Brut,,2,3,,,,,,,,,,,,,,,1.0,2.0,0.0,2.0,2.0,Nein,,,,,,11.25,einseitig
11.03.26 18:10,Volk 4,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,vermutlich im Juni 2025 umgeweiselt,"starkes Carnika-Volk
auf 1 Zarge reduziert, da untere Zarge alles leer",Stifte; Larven; Verdeckelte Brut,,3,7,,,-10,,,,,,,,,,,,2.0,2.0,0.0,2.0,2.0,Nein,,,,,,11.85,einseitig
21.03.26 11:50,Volk 1,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,1,"27.04.2024 Ableger 3 und 4 gebildet aus Volk 1
27.04.2025 Königin aus Weiselprobe von Volk 4 gezogen.",,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,10.7,einseitig
21.03.26 12:00,Volk 2,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,ca 30.05.2025 umgeweiselt,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,17.8,einseitig
21.03.26 12:00,Volk 3,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,im Juni 2025 vermutlich still umgeweiselt,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,16.6,einseitig
21.03.26 12:00,Volk 4,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,vermutlich im Juni 2025 umgeweiselt,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,11.3,einseitig
21.03.26 12:00,Volk 6,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,10.7,einseitig
21.03.26 12:00,Volk 8,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Sonstiges,,"11.05.2025 Königinnenableger
Evtl 2025 still umgeweiselt?",,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,10.94,einseitig
21.03.26 12:00,Volk 9,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,13.06.2025 Volk aus Zuchtstoff von Belegstelle,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,10.29,einseitig
21.03.26 12:00,Volk 5,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,19.7,einseitig
21.03.26 13:00,Volk 7,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,"11.05.2025 Ableger gebildet
25.06.2025 Neustart mit Königin aus Zuchtstoff von Belegstelle.",,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,10.05,einseitig
28.03.26 14:40,Volk 4,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,vermutlich im Juni 2025 umgeweiselt,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,10.9,einseitig
28.03.26 14:40,Volk 6,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,10.55,einseitig
28.03.26 14:40,Volk 2,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,ca 30.05.2025 umgeweiselt,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,17.15,einseitig
28.03.26 14:40,Volk 1,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,1,"27.04.2024 Ableger 3 und 4 gebildet aus Volk 1
27.04.2025 Königin aus Weiselprobe von Volk 4 gezogen.",,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,10.53,einseitig
28.03.26 14:40,Volk 3,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,im Juni 2025 vermutlich still umgeweiselt,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,16.25,einseitig
28.03.26 14:40,Volk 5,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,19.0,einseitig
28.03.26 14:50,Volk 9,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,13.06.2025 Volk aus Zuchtstoff von Belegstelle,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,10.0,einseitig
28.03.26 14:50,Volk 8,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Sonstiges,,"11.05.2025 Königinnenableger
Evtl 2025 still umgeweiselt?",,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,10.8,einseitig
28.03.26 15:30,Volk 7,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,"11.05.2025 Ableger gebildet
25.06.2025 Neustart mit Königin aus Zuchtstoff von Belegstelle.",,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,9.9,einseitig
04.04.26 06:50,Volk 2,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,ca 30.05.2025 umgeweiselt,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,16.85,einseitig
04.04.26 06:50,Volk 5,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,18.7,einseitig
04.04.26 06:50,Volk 3,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,im Juni 2025 vermutlich still umgeweiselt,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,15.56,einseitig
04.04.26 06:50,Volk 6,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,10.4,einseitig
04.04.26 06:50,Volk 4,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,vermutlich im Juni 2025 umgeweiselt,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,10.3,einseitig
04.04.26 06:50,Volk 1,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,1,"27.04.2024 Ableger 3 und 4 gebildet aus Volk 1
27.04.2025 Königin aus Weiselprobe von Volk 4 gezogen.",,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,10.3,einseitig
04.04.26 07:00,Volk 9,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,13.06.2025 Volk aus Zuchtstoff von Belegstelle,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,9.6,einseitig
04.04.26 07:00,Volk 8,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Sonstiges,,"11.05.2025 Königinnenableger
Evtl 2025 still umgeweiselt?",,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,10.38,einseitig
04.04.26 15:00,Volk 7,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,"11.05.2025 Ableger gebildet
25.06.2025 Neustart mit Königin aus Zuchtstoff von Belegstelle.",,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,9.6,einseitig
07.04.26 14:00,Volk 3,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,im Juni 2025 vermutlich still umgeweiselt,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,15.15,einseitig
07.04.26 14:00,Volk 1,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,1,"27.04.2024 Ableger 3 und 4 gebildet aus Volk 1
27.04.2025 Königin aus Weiselprobe von Volk 4 gezogen.",,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,10.14,einseitig
07.04.26 14:00,Volk 9,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,13.06.2025 Volk aus Zuchtstoff von Belegstelle,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,9.5,einseitig
07.04.26 14:00,Volk 2,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,ca 30.05.2025 umgeweiselt,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,16.23,einseitig
07.04.26 14:00,Volk 8,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Sonstiges,,"11.05.2025 Königinnenableger
Evtl 2025 still umgeweiselt?",,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,9.9,einseitig
07.04.26 14:00,Volk 6,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,9.8,einseitig
07.04.26 14:00,Volk 4,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,vermutlich im Juni 2025 umgeweiselt,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,10.05,einseitig
07.04.26 14:00,Volk 5,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,18.2,einseitig
07.04.26 15:00,Volk 7,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,"11.05.2025 Ableger gebildet
25.06.2025 Neustart mit Königin aus Zuchtstoff von Belegstelle.",,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,9.5,einseitig
11.04.26 18:50,Volk 1,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,1,"27.04.2024 Ableger 3 und 4 gebildet aus Volk 1
27.04.2025 Königin aus Weiselprobe von Volk 4 gezogen.",,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,10.88,einseitig
11.04.26 18:50,Volk 8,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Sonstiges,,"11.05.2025 Königinnenableger
Evtl 2025 still umgeweiselt?",,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,10.3,einseitig
11.04.26 19:00,Volk 9,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,13.06.2025 Volk aus Zuchtstoff von Belegstelle,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,10.4,einseitig
11.04.26 19:00,Volk 6,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,10.3,einseitig
11.04.26 19:00,Volk 4,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,vermutlich im Juni 2025 umgeweiselt,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,10.76,einseitig
11.04.26 19:00,Volk 3,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,im Juni 2025 vermutlich still umgeweiselt,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,16.4,einseitig
11.04.26 19:00,Volk 2,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,ca 30.05.2025 umgeweiselt,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,17.65,einseitig
11.04.26 19:00,Volk 5,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,19.5,einseitig
11.04.26 19:00,Volk 7,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,"11.05.2025 Ableger gebildet
25.06.2025 Neustart mit Königin aus Zuchtstoff von Belegstelle.",,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,11.0,einseitig
11.04.26 22:20,Volk 4,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,vermutlich im Juni 2025 umgeweiselt,Absperrgitter + Honigraum ,,,,,,,,-1,1,,,,,,,,,,,,,,,Nein,,,,,,14.0,einseitig
11.04.26 22:20,Volk 1,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,1,"27.04.2024 Ableger 3 und 4 gebildet aus Volk 1
27.04.2025 Königin aus Weiselprobe von Volk 4 gezogen.",Absperrgitter+Honigraum,,,,,,1,,-2,1,,,,,,,,,,1.0,1.0,,1.0,1.0,Nein,,,,,,13.7,
11.04.26 22:20,Volk 2,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,ca 30.05.2025 umgeweiselt,Absperrgitter + Honigraum,,,,,,1,,-2,1,,,,,,,,,,,,,,,Nein,,,,,,20.0,einseitig
11.04.26 22:20,Volk 3,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,im Juni 2025 vermutlich still umgeweiselt,Absperrgitter +Honigraum ,,,,,,-1,,,1,,,,,,,,,,,,,,,Nein,,,,,,19.5,einseitig
11.04.26 22:30,Volk 8,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Sonstiges,,"11.05.2025 Königinnenableger
Evtl 2025 still umgeweiselt?",Absperrgitter + Honigraum ,,,,,,-1,,,1,,,,,,,,,,,,,,,Nein,,,,,,14.4,einseitig
11.04.26 22:30,Volk 9,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,13.06.2025 Volk aus Zuchtstoff von Belegstelle,Absperrgitter + Honigraum ,,,,,,-1,,,1,,,,,,,,,,,,,,,Nein,,,,,,14.3,einseitig
11.04.26 22:30,Volk 6,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,Absperrgitter + Honigraum ,,,,,,,,-1,1,,,,,,,,,,,,,,,Nein,,,,,,13.12,einseitig
11.04.26 22:30,Volk 5,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,Absperrgitter + Honigraum ,,,,,,-1,,,1,,,,,,,,,,,,,,,Nein,,,,,,23.4,einseitig
18.04.26 14:30,Volk 1,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,1,"27.04.2024 Ableger 3 und 4 gebildet aus Volk 1
27.04.2025 Königin aus Weiselprobe von Volk 4 gezogen.",,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,14.9,einseitig
18.04.26 14:30,Volk 2,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,ca 30.05.2025 umgeweiselt,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,21.5,einseitig
18.04.26 14:40,Volk 3,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,im Juni 2025 vermutlich still umgeweiselt,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,21.0,einseitig
18.04.26 14:40,Volk 5,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,24.65,einseitig
18.04.26 14:40,Volk 6,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,14.4,einseitig
18.04.26 14:40,Volk 9,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,13.06.2025 Volk aus Zuchtstoff von Belegstelle,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,15.4,einseitig
18.04.26 14:40,Volk 8,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Sonstiges,,"11.05.2025 Königinnenableger
Evtl 2025 still umgeweiselt?",,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,15.6,einseitig
18.04.26 14:40,Volk 4,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,vermutlich im Juni 2025 umgeweiselt,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,14.9,einseitig
18.04.26 16:00,Volk 7,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,"11.05.2025 Ableger gebildet
25.06.2025 Neustart mit Königin aus Zuchtstoff von Belegstelle.",,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,14.0,einseitig
21.04.26 17:00,Volk 7,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,"11.05.2025 Ableger gebildet
25.06.2025 Neustart mit Königin aus Zuchtstoff von Belegstelle.",,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,14.4,einseitig
21.04.26 17:20,Volk 1,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,1,"27.04.2024 Ableger 3 und 4 gebildet aus Volk 1
27.04.2025 Königin aus Weiselprobe von Volk 4 gezogen.",,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,14.15,einseitig
21.04.26 18:00,Volk 8,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Sonstiges,,"11.05.2025 Königinnenableger
Evtl 2025 still umgeweiselt?",,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,16.0,einseitig
21.04.26 18:00,Volk 9,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,13.06.2025 Volk aus Zuchtstoff von Belegstelle,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,15.8,einseitig
21.04.26 18:00,Volk 3,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,im Juni 2025 vermutlich still umgeweiselt,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,21.9,einseitig
21.04.26 18:00,Volk 1,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,1,"27.04.2024 Ableger 3 und 4 gebildet aus Volk 1
27.04.2025 Königin aus Weiselprobe von Volk 4 gezogen.",,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,15.3,einseitig
21.04.26 18:00,Volk 5,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,25.6,einseitig
21.04.26 18:00,Volk 4,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,vermutlich im Juni 2025 umgeweiselt,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,14.9,einseitig
21.04.26 18:00,Volk 2,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,ca 30.05.2025 umgeweiselt,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,22.6,einseitig
21.04.26 18:00,Volk 6,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,14.45,einseitig
21.04.26 18:20,Volk 1,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,1,"27.04.2024 Ableger 3 und 4 gebildet aus Volk 1
27.04.2025 Königin aus Weiselprobe von Volk 4 gezogen.","2. Halbzarge Honigraum aufgesetzt
1. Halbzarge wenig besetzt - 3 Rähmchen",,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,16.7,einseitig
21.04.26 19:00,Volk 7,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,"11.05.2025 Ableger gebildet
25.06.2025 Neustart mit Königin aus Zuchtstoff von Belegstelle.",,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,17.0,einseitig
21.04.26 19:10,Volk 6,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,Halbzarge Honigraum aufgesetzt ,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,17.25,einseitig
21.04.26 19:10,Volk 9,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,13.06.2025 Volk aus Zuchtstoff von Belegstelle,Halbzarge Honigraum aufgesetzt ,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,18.65,einseitig
21.04.26 19:10,Volk 8,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Sonstiges,,"11.05.2025 Königinnenableger
Evtl 2025 still umgeweiselt?",Halbzarge Honigraum aufgesetzt ,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,18.85,einseitig
21.04.26 19:20,Volk 2,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,ca 30.05.2025 umgeweiselt,Halbzarge Honigraum aufgesetzt ,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,25.4,einseitig
21.04.26 19:20,Volk 3,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,im Juni 2025 vermutlich still umgeweiselt,Halbzarge Honigraum aufgesetzt ,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,25.3,einseitig
21.04.26 19:20,Volk 4,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,vermutlich im Juni 2025 umgeweiselt,Halbzarge Honigraum aufgesetzt ,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,17.75,einseitig
21.04.26 19:20,Volk 1,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,1,"27.04.2024 Ableger 3 und 4 gebildet aus Volk 1
27.04.2025 Königin aus Weiselprobe von Volk 4 gezogen.",Halbzarge Honigraum aufgesetzt ,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,18.5,einseitig
